user_id,article_1,article_2,article_3,article_4,article_5
200000,16132.0,8710.0,12043.0,8603.0,9489.0
200001,15636.0,8710.0,598.0,12043.0,8603.0
200002,15636.0,8710.0,598.0,12043.0,8603.0
200003,17124.0,14784.0,15636.0,8710.0,598.0
200004,15636.0,8710.0,598.0,12043.0,8603.0
200005,15636.0,8710.0,598.0,12043.0,8603.0
200006,15636.0,8710.0,598.0,12043.0,8603.0
200007,15636.0,8710.0,598.0,12043.0,8603.0
200008,15636.0,8710.0,2136.0,598.0,12043.0
200009,15636.0,8710.0,598.0,12043.0,8603.0
200010,15636.0,8710.0,598.0,12043.0,8603.0
200011,5290.0,5314.0,15636.0,8710.0,598.0
200012,14401.0,15636.0,8710.0,598.0,12043.0
200013,15636.0,8710.0,598.0,12043.0,8603.0
200014,15636.0,8710.0,598.0,12043.0,8603.0
200015,15636.0,8710.0,598.0,16129.0,12043.0
200016,15636.0,8710.0,598.0,12043.0,8603.0
200017,10145.0,15636.0,8710.0,598.0,12043.0
200018,15636.0,8710.0,598.0,12043.0,8603.0
200019,15226.0,16911.0,15636.0,8710.0,598.0
200020,15636.0,8710.0,598.0,12043.0,8603.0
200021,15636.0,8710.0,598.0,12043.0,8603.0
200022,4620.0,4962.0,4963.0,15636.0,8710.0
200023,15636.0,8710.0,598.0,12043.0,8603.0
200024,15636.0,8710.0,598.0,8603.0,12043.0
200025,15636.0,8710.0,598.0,12043.0,8603.0
200026,15636.0,8710.0,598.0,12043.0,8603.0
200027,15636.0,8710.0,12043.0,8603.0,598.0
200028,15636.0,8710.0,598.0,12043.0,8603.0
200029,15636.0,8710.0,8603.0,12043.0,598.0
200030,15636.0,8710.0,598.0,12043.0,8603.0
200031,15636.0,8710.0,598.0,12043.0,8603.0
200032,15636.0,8710.0,598.0,12043.0,8603.0
200033,16038.0,14976.0,14666.0,15636.0,8710.0
200034,15636.0,8710.0,598.0,12043.0,8603.0
200035,15636.0,8710.0,598.0,12043.0,8603.0
200036,15636.0,8710.0,598.0,12043.0,8603.0
200037,15636.0,8710.0,598.0,12043.0,8603.0
200038,15636.0,8710.0,598.0,12043.0,8603.0
200039,15636.0,1661.0,8710.0,12043.0,8603.0
200040,15636.0,8710.0,598.0,12043.0,8603.0
200041,15636.0,8710.0,598.0,12043.0,8603.0
200042,15636.0,8710.0,598.0,12043.0,8603.0
200043,15636.0,8710.0,598.0,12043.0,8603.0
200044,15636.0,8710.0,598.0,12043.0,8603.0
200045,15636.0,8710.0,12043.0,598.0,8603.0
200046,15636.0,8710.0,598.0,12043.0,8603.0
200047,15636.0,8710.0,598.0,12043.0,8603.0
200048,15636.0,8710.0,598.0,12043.0,8603.0
200049,15636.0,8710.0,598.0,12043.0,8603.0
200050,15636.0,8710.0,598.0,12043.0,8603.0
200051,15636.0,8710.0,598.0,12043.0,8603.0
200052,15636.0,8710.0,598.0,12043.0,8603.0
200053,2303.0,15636.0,8710.0,598.0,12043.0
200054,15636.0,8710.0,598.0,12043.0,8603.0
200055,15636.0,8710.0,598.0,12043.0,8603.0
200056,14145.0,16563.0,17345.0,16033.0,16588.0
200057,15636.0,8710.0,12043.0,598.0,8603.0
200058,15636.0,8710.0,598.0,12043.0,8603.0
200059,15636.0,8710.0,598.0,12043.0,8603.0
200060,15636.0,8710.0,598.0,12043.0,8603.0
200061,15636.0,8710.0,598.0,12043.0,8603.0
200062,15636.0,8710.0,598.0,12043.0,8603.0
200063,15636.0,8710.0,598.0,12043.0,8603.0
200064,15636.0,8710.0,598.0,12043.0,8603.0
200065,14394.0,14401.0,15306.0,16470.0,15636.0
200066,15636.0,8710.0,598.0,12043.0,8603.0
200067,15636.0,8710.0,598.0,12043.0,8603.0
200068,15636.0,8710.0,598.0,12043.0,8603.0
200069,15636.0,8710.0,598.0,12043.0,8603.0
200070,15636.0,8710.0,598.0,12043.0,8603.0
200071,15636.0,8710.0,598.0,12043.0,8603.0
200072,15636.0,8710.0,598.0,12043.0,8603.0
200073,15636.0,8710.0,598.0,12043.0,8603.0
200074,15636.0,8710.0,598.0,12043.0,8603.0
200075,15636.0,8710.0,598.0,12043.0,8603.0
200076,15636.0,8710.0,598.0,12043.0,8603.0
200077,15636.0,8710.0,598.0,12043.0,8603.0
200078,15636.0,8710.0,598.0,12043.0,8603.0
200079,15636.0,8710.0,598.0,12043.0,8603.0
200080,8710.0,12043.0,8603.0,598.0,9489.0
200081,5298.0,15636.0,8710.0,598.0,8603.0
200082,15636.0,8710.0,598.0,12043.0,8603.0
200083,14827.0,16313.0,15636.0,8710.0,598.0
200084,15636.0,8710.0,598.0,12043.0,8603.0
200085,15636.0,8710.0,598.0,12043.0,8603.0
200086,15636.0,8710.0,598.0,12043.0,8603.0
200087,15636.0,8710.0,598.0,12043.0,8603.0
200088,15636.0,8710.0,598.0,12043.0,8603.0
200089,15636.0,8710.0,598.0,12043.0,8603.0
200090,15636.0,8710.0,598.0,12043.0,8603.0
200091,15636.0,8710.0,598.0,12043.0,8603.0
200092,5349.0,15636.0,8710.0,598.0,12043.0
200093,15636.0,8710.0,598.0,12043.0,8603.0
200094,15636.0,8710.0,598.0,12043.0,8603.0
200095,5390.0,15636.0,8710.0,8603.0,12043.0
200096,15636.0,8710.0,598.0,12043.0,8603.0
200097,15636.0,8710.0,598.0,12043.0,8603.0
200098,15636.0,8710.0,598.0,12043.0,8603.0
200099,16934.0,15808.0,8710.0,8603.0,12043.0
200100,15636.0,8710.0,598.0,12043.0,8603.0
200101,8710.0,12043.0,8603.0,598.0,9489.0
200102,15636.0,8710.0,598.0,12043.0,8603.0
200103,15636.0,8710.0,12043.0,598.0,8603.0
200104,15636.0,8710.0,598.0,12043.0,8603.0
200105,15636.0,8710.0,598.0,12043.0,8603.0
200106,13988.0,15636.0,8710.0,598.0,12043.0
200107,15636.0,8710.0,598.0,12043.0,8603.0
200108,15636.0,8710.0,598.0,12043.0,8603.0
200109,15636.0,8710.0,12043.0,598.0,8603.0
200110,14394.0,15636.0,8710.0,598.0,12043.0
200111,15636.0,8710.0,12043.0,598.0,8603.0
200112,15636.0,8710.0,598.0,12043.0,8603.0
200113,15636.0,8710.0,598.0,12043.0,8603.0
200114,15636.0,8710.0,598.0,16129.0,12043.0
200115,15636.0,8710.0,598.0,12043.0,8603.0
200116,5396.0,5403.0,15636.0,8710.0,598.0
200117,15636.0,8710.0,598.0,12043.0,8603.0
