user_id,click_article_id,pred_score,pred_rank,label
0,3244,0.039416909044327736,1.0,0.0
5,8603,0.006728428096490823,1.0,0.0
6,8017,0.029091044745823264,2.0,0.0
6,10243,0.05860412114446218,1.0,0.0
18,8609,0.006692172093790223,1.0,0.0
20,12043,0.006693522751153939,1.0,0.0
26,1330,0.006902083617558278,1.0,0.0
29,8710,0.0070035535833472586,1.0,0.0
36,8609,0.006640274552047972,1.0,0.0
41,8603,0.006575772219924008,1.0,0.0
45,12043,0.0065828395709164956,1.0,0.0
46,1330,0.006902083617558278,1.0,0.0
49,9843,0.007765678706189018,1.0,0.0
54,1973,0.01129196695692161,2.0,1.0
54,2857,0.0333479327993175,1.0,0.0
59,8603,0.006573308287408921,1.0,0.0
61,8710,0.00966382128443747,1.0,0.0
62,15594,0.02767179261633192,1.0,0.0
65,8609,0.006975557962841381,1.0,0.0
67,5594,0.24005603616299723,1.0,0.0
67,5611,0.2300283968695195,5.0,0.0
67,5569,0.23101623945264604,4.0,0.0
67,5592,0.23914766633991325,3.0,0.0
67,6189,0.0662004321541068,6.0,0.0
67,6173,0.0639364485256811,7.0,0.0
67,5595,0.24005603616299723,2.0,1.0
69,11123,0.0065515372430705035,1.0,0.0
73,9843,0.00878293495572202,1.0,0.0
78,13881,0.1268159941768602,1.0,1.0
78,16797,0.1210474266690801,2.0,0.0
78,13509,0.03943537462905715,3.0,0.0
79,11123,0.00684657436381595,1.0,0.0
80,1330,0.007040302523785179,1.0,0.0
85,8603,0.006506857583609705,1.0,0.0
90,8710,0.006782465983885808,1.0,0.0
91,8710,0.007209104894189129,1.0,0.0
94,1330,0.007228571262393332,1.0,0.0
101,5706,0.007868876818127368,1.0,0.0
104,1330,0.007062735565787762,1.0,0.0
106,2022,0.011265244562129741,1.0,0.0
106,8603,0.006791548573081049,2.0,0.0
107,1330,0.006902083617558278,1.0,0.0
114,15636,0.01134348414867688,1.0,0.0
126,8609,0.00877485975241033,1.0,0.0
130,4923,0.009949727098211512,1.0,0.0
134,5706,0.00796651412916146,1.0,0.0
142,3025,0.010301243992952522,1.0,0.0
156,12043,0.006785514845731574,1.0,0.0
167,8710,0.006787951807898716,1.0,0.0
168,598,0.0066129216405482125,1.0,0.0
189,1330,0.0071990032424168356,1.0,0.0
195,598,0.006888171807695308,1.0,0.0
200,14498,0.028208073955166613,1.0,0.0
204,1330,0.006917202617981241,1.0,0.0
209,8603,0.006573308287408921,1.0,0.0
222,15636,0.011053646844435522,1.0,0.0
228,8603,0.009232017374031322,1.0,0.0
230,8418,0.009592100419622036,1.0,0.0
232,598,0.006696352513833568,1.0,0.0
234,598,0.0066129216405482125,1.0,0.0
235,9489,0.008090122912201247,1.0,0.0
238,11123,0.006693212219491755,1.0,0.0
239,8603,0.006834279070299877,1.0,0.0
240,15636,0.010327470409431019,1.0,0.0
242,15636,0.010261146177491194,1.0,0.0
245,6215,0.009712130261536162,1.0,0.0
249,9843,0.009620953071098112,1.0,0.0
254,8603,0.006728428096490823,1.0,0.0
259,12043,0.0100775236397824,1.0,0.0
262,16661,0.16874530418677883,2.0,0.0
262,16627,0.04278445488988445,3.0,0.0
262,16667,0.20205762726074453,1.0,1.0
263,16129,0.0153604810954559,1.0,0.0
264,16402,0.08274442828202379,1.0,0.0
272,12043,0.006785514845731574,1.0,0.0
273,8710,0.0066867986371043145,1.0,0.0
274,1330,0.006909493361221258,1.0,0.0
278,12043,0.00674930799044398,1.0,0.0
292,5149,0.007209104894189129,1.0,0.0
300,8609,0.006892801124393432,1.0,0.0
334,1330,0.00694289832408223,1.0,0.0
340,16402,0.03912593731755544,1.0,0.0
351,12095,0.09801769097250713,3.0,0.0
351,11576,0.17536443220546905,1.0,0.0
351,14955,0.057977193436058755,8.0,0.0
351,13365,0.07170188399561483,4.0,0.0
351,13084,0.06353287319077586,5.0,0.0
351,13377,0.09890846700743726,2.0,1.0
351,13150,0.058733515093567036,7.0,0.0
351,12420,0.04372077063215131,9.0,0.0
351,12505,0.015799271672996287,10.0,0.0
351,13092,0.06239651500484352,6.0,0.0
357,5149,0.007209104894189129,1.0,0.0
365,8603,0.006795077235616917,2.0,0.0
365,15513,0.0071271715579086636,1.0,0.0
366,15636,0.010293828701802035,1.0,0.0
370,16129,0.059401883513667035,1.0,0.0
376,9843,0.008675192359674885,1.0,0.0
383,8710,0.007291611232130171,1.0,0.0
394,8710,0.006917373588061587,1.0,0.0
398,1330,0.006917202617981241,1.0,0.0
408,9843,0.009669505883770158,1.0,0.0
411,15513,0.0070811718783893515,1.0,0.0
414,9843,0.019601876487414526,1.0,0.0
419,1330,0.007246848613590932,1.0,0.0
421,8710,0.006758996216717485,1.0,0.0
425,598,0.0066129216405482125,1.0,0.0
428,8710,0.006805624332027719,1.0,0.0
437,8710,0.00730915924333985,1.0,0.0
439,8418,0.00684243948632564,1.0,0.0
440,12255,0.04553241235393579,5.0,0.0
440,11836,0.06170856358752291,2.0,0.0
440,11656,0.04553241235393579,6.0,0.0
440,12965,0.06053169541957753,3.0,0.0
440,4141,0.0465909071135834,4.0,0.0
440,12099,0.010281242555725314,8.0,0.0
440,12543,0.13905510973217036,1.0,1.0
440,11966,0.04553241235393579,7.0,0.0
453,8609,0.006722892857786622,1.0,0.0
454,15636,0.01082358576920537,1.0,0.0
457,598,0.006888171807695308,1.0,0.0
467,12043,0.006718958864280425,1.0,0.0
474,11123,0.006460785719006708,1.0,0.0
476,5149,0.00687904362699301,1.0,0.0
479,8603,0.00929878466503555,1.0,0.0
483,17130,0.019091407412199713,1.0,0.0
489,5706,0.008409830168857395,1.0,0.0
